,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
5792,Infiniti,I35,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,190,29100
5793,Infiniti,I35,2004,regular unleaded,255.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,190,30600
5794,BMW,i3,2015,electric,170.0,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Hatchback,Luxury",Compact,4dr Hatchback,111,137,3916,42400
5795,BMW,i3,2016,electric,170.0,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Hatchback,Luxury",Compact,4dr Hatchback,111,137,3916,42400
5796,BMW,i3,2017,electric,170.0,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Hatchback,Luxury",Compact,4dr Hatchback,111,137,3916,42400
5797,BMW,i3,2017,electric,170.0,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Hatchback,Luxury",Compact,4dr Hatchback,106,129,3916,43600
5800,Acura,ILX Hybrid,2014,premium unleaded (recommended),111.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Compact,Sedan,38,39,204,28900
5801,Acura,ILX Hybrid,2014,premium unleaded (recommended),111.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Compact,Sedan,38,39,204,34600
5802,Acura,ILX,2015,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,31,22,204,29350
5803,Acura,ILX,2015,premium unleaded (recommended),150.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,35,24,204,31750
5804,Acura,ILX,2015,premium unleaded (recommended),150.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,35,24,204,29350
5805,Acura,ILX,2015,premium unleaded (recommended),150.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,35,24,204,27050
5806,Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,34890
5807,Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,29900
5808,Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,29200
5809,Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,31890
5810,Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,32900
5811,Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,27900
5812,Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,32990
5813,Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,29290
5814,Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,31980
5815,Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,34980
5816,Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,27990
5817,Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,29990
5818,Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,26840
5819,Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,25830
5820,Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,30,18,1385,30535
5821,Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,26840
5822,Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,25830
5823,Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,30,18,1385,30535
5824,Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,26840
5825,Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,30,18,1385,30535
5826,Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,25830
5830,Chevrolet,Impala,2015,flex-fuel (unleaded/E85),305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,29,19,1385,35440
5831,Chevrolet,Impala,2015,flex-fuel (unleaded/E85),305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,29,19,1385,30285
5836,Chevrolet,Impala,2016,flex-fuel (unleaded/E85),305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,29,19,1385,35540
5838,Chevrolet,Impala,2016,flex-fuel (unleaded/E85),305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,29,19,1385,30435
5842,Chevrolet,Impala,2017,flex-fuel (unleaded/E85),305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,19,1385,35645
5848,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,28295
5849,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,29295
5850,Subaru,Impreza WRX,2013,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,23,17,640,36295
5851,Subaru,Impreza WRX,2013,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,37645
5852,Subaru,Impreza WRX,2013,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,34295
5853,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,25795
5854,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,29295
5855,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,28295
5856,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,25795
5857,Subaru,Impreza WRX,2014,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,28495
5858,Subaru,Impreza WRX,2014,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,29495
5859,Subaru,Impreza WRX,2014,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,34495
5860,Subaru,Impreza WRX,2014,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,25995
5861,Subaru,Impreza WRX,2014,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,23,17,640,36495
5862,Subaru,Impreza WRX,2014,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,25995
5863,Subaru,Impreza WRX,2014,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,37845
5864,Subaru,Impreza WRX,2014,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,28495
5865,Subaru,Impreza WRX,2014,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,29495
5866,Subaru,Impreza,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,21495
5867,Subaru,Impreza,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,640,23295
5868,Subaru,Impreza,2015,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,33,24,640,20995
5870,Subaru,Impreza,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,22795
5871,Subaru,Impreza,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,19695
5872,Subaru,Impreza,2015,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,25,640,18695
5875,Subaru,Impreza,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,640,21995
5878,Subaru,Impreza,2016,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,33,24,640,21095
5879,Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,22095
5881,Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,21595
5882,Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,19795
5883,Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,23595
5885,Subaru,Impreza,2016,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,25,640,18795
5887,Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,23095
5889,Subaru,Impreza,2017,regular unleaded,152.0,4.0,MANUAL,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,18895
5890,Subaru,Impreza,2017,regular unleaded,152.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,21695
5892,Subaru,Impreza,2017,regular unleaded,152.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,24595
5896,Subaru,Impreza,2017,regular unleaded,152.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,19895
5897,Subaru,Impreza,2017,regular unleaded,152.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,27,640,23295
5899,Subaru,Impreza,2017,regular unleaded,152.0,4.0,MANUAL,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,27,640,22495
5900,Scion,iM,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,105,18460
5901,Scion,iM,2016,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,105,19200
5902,Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,23690
5903,Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,18500
5904,Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,20275
5906,Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,21965
5910,Honda,Insight,2013,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,22065
5911,Honda,Insight,2013,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,20375
5912,Honda,Insight,2013,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,23790
5914,Honda,Insight,2013,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,18600
5918,Honda,Insight,2014,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,22190
5919,Honda,Insight,2014,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,23915
5920,Honda,Insight,2014,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,18725
5921,Honda,Insight,2014,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,20500
5922,Acura,Integra,1999,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,22,204,2827
5923,Acura,Integra,1999,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,22,204,3000
5924,Acura,Integra,1999,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,29,22,204,2912
5925,Acura,Integra,1999,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,28,22,204,3381
5926,Acura,Integra,1999,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,3355
5927,Acura,Integra,1999,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,29,22,204,2799
5928,Acura,Integra,2000,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,3130
5929,Acura,Integra,2000,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,28,22,204,3012
5930,Acura,Integra,2000,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,28,22,204,3622
5931,Acura,Integra,2000,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,3652
5932,Acura,Integra,2000,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,28,22,204,3222
5933,Acura,Integra,2000,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,22,204,7398
5934,Acura,Integra,2000,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,3086
5935,Acura,Integra,2001,premium unleaded (required),170.0,4.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,28,22,204,22600
5936,Acura,Integra,2001,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,21050
5937,Acura,Integra,2001,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,19400
5938,Acura,Integra,2001,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,28,21,204,20200
5939,Acura,Integra,2001,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,28,22,204,21600
5940,Acura,Integra,2001,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,28,21,204,21850
5941,Acura,Integra,2001,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,28,21,204,21000
5942,Acura,Integra,2001,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,28,21,204,22400
5943,Acura,Integra,2001,premium unleaded (required),195.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,22,204,24450
5944,Acura,Integra,2001,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,28,22,204,20200
5945,Acura,Integra,2001,premium unleaded (required),170.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,22300
5946,Dodge,Intrepid,2002,regular unleaded,244.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1851,27055
5963,Scion,iQ,2013,regular unleaded,94.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,36,105,15495
5964,Scion,iQ,2014,regular unleaded,94.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,36,105,17850
5965,Scion,iQ,2014,regular unleaded,94.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,36,105,15665
5966,Scion,iQ,2015,regular unleaded,94.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,36,105,15665
5967,Lexus,IS 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,33,22,454,37325
5968,Lexus,IS 200t,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,32,22,454,37825
5969,Lexus,IS 250 C,2013,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,30,21,454,42610
5970,Lexus,IS 250 C,2014,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,30,21,454,42860
5971,Lexus,IS 250 C,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,30,21,454,43360
5972,Lexus,IS 250,2013,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,35065
5973,Lexus,IS 250,2013,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,21,454,37525
5974,Lexus,IS 250,2014,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,36100
5975,Lexus,IS 250,2014,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,20,454,38635
5976,Lexus,IS 250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,36550
5977,Lexus,IS 250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,41440
5978,Lexus,IS 250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,20,454,39085
5979,Lexus,IS 250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,20,454,43690
5980,Lexus,IS 300,2005,premium unleaded (required),215.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Compact,Wagon,23,16,454,31105
5981,Lexus,IS 300,2005,premium unleaded (required),215.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Compact,Sedan,23,16,454,31105
5982,Lexus,IS 300,2005,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Compact,Sedan,23,16,454,29735
5983,Lexus,IS 300,2016,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,39700
5984,Lexus,IS 300,2017,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,40200
5985,Lexus,IS 350 C,2013,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,46890
5986,Lexus,IS 350 C,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,47140
5987,Lexus,IS 350 C,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,47640
5988,Lexus,IS 350,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,39615
5989,Lexus,IS 350,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,41850
5990,Lexus,IS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,40065
5991,Lexus,IS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,42300
5992,Lexus,IS 350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,43035
5993,Lexus,IS 350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,40870
5994,Lexus,IS F,2012,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,61300
5995,Lexus,IS F,2013,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,61750
5996,Lexus,IS F,2014,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,63600
5997,Infiniti,J30,1995,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,2000
5998,Infiniti,J30,1996,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,2000
6000,Infiniti,J30,1997,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,2081
6001,Infiniti,J30,1997,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,2032
6003,Infiniti,J30,1997,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,2000
6004,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25270
6005,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,26195
6006,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,24170
6007,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29525
6008,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27295
6010,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,28200
6012,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,26420
6013,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27520
6014,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29300
6015,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25045
6018,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,28425
6020,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,23945
6028,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,24535
6029,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,30875
6030,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,28555
6031,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,29775
